date,id_str,user_name,text,time,latitude,longitude
2018-05-02,14466397.0,MauiBenjamin,new zealand live weather forecast thursday may rd,10:32:31,20.9167,-156.283
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi united state,10:30:08,19.45,-154.869
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi unitedstate,10:25:04,19.448,-154.874
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km volcano hi united state,10:25:04,19.382,-155.221
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi united state,10:20:09,19.305,-154.923
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km leilani estates hi,10:17:29,19.305,-154.923
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi united state,10:15:05,19.299,-154.92
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km leilani estates hi,10:13:26,19.299,-154.92
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi unitedstate,09:45:04,19.45,-154.903
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km fern acres hi united state,09:45:03,19.385,-155.086
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi united state,09:40:06,19.432,-154.892
2018-05-02,2920049156.0,eq_map_es2,【 md 】 region de hawaii hawaii km utc sismo terremoto g rsfskagur ems,09:35:55,19.31,-154.91
2018-05-02,2920049156.0,eq_map_es2,【 md 】 region de hawaii hawaii km utc sismo terremoto g rsfskagur ems,09:35:55,19.31,-154.91
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km volcano hi united state,09:35:05,19.412,-155.286
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi united state,09:35:05,19.455,-154.954
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,09:35:04,19.314,-154.91
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km leilani estates hi,09:34:34,19.314,-154.91
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,09:15:05,19.308,-154.969
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km sw leilani estates hi,09:10:55,19.401,-154.991
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km ssw pahoa hi,09:06:44,19.417,-155.003
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km sw leilani estates hi,09:01:39,19.339,-155.019
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,08:55:05,19.454,-154.938
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilani estates hi unitedstate,08:50:04,19.443,-154.891
2018-05-02,773602800.0,OptimisticVibe1,zwatgmf,08:31:24,19.49332,-155.91775990000005
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,08:30:04,19.452,-154.87
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,08:25:05,19.304,-154.924
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km nanawale estates hi unitedstate,08:15:06,19.485,-154.874
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km ene leilani estates hi,08:13:05,19.485,-154.874
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km leilaniestates hi united state,08:05:05,19.464,-154.90200000000004
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km ese leilani estates hi,08:04:57,19.463,-154.90200000000004
2018-05-02,107816182.0,earthshook,earthquake occurred may utc km fern forest hi,08:02:41,19.273,-155.09799999999996
2018-05-02,362523555.0,QuakesToday,magnitude earthquake km volcano hi united state,08:00:09,19.429,-155.173
2018-05-02,351258862.0,Cassymm,ohana 🌺 🌴 🦋 💕 happymayday 🌺 maui hawaii napili hawai,07:51:57,20.98777778,-156.66777778
2018-05-02,14466397.0,MauiBenjamin,happy may day may st lei day hawaii,07:46:15,20.92862201,-156.26196259
